"gameId","playId","event"
2018101408,1787,"punt_downed"
2018101408,2056,"punt_downed"
2018101409,2296,"punt_downed"
2018101410,2001,"punt_downed"
2018101410,461,"punt_downed"
2018101410,916,"punt_downed"
2018101411,2631,"punt_downed"
2018101412,3590,"punt_downed"
2018101800,1346,"punt_downed"
2018101800,1599,"punt_downed"
2018102100,1093,"punt_downed"
2018102101,1063,"punt_downed"
2018102101,2195,"punt_downed"
2018102102,438,"punt_downed"
2018102103,3389,"punt_downed"
2018102103,429,"punt_downed"
2018102104,2049,"punt_downed"
2018102106,481,"punt_downed"
2018102106,719,"punt_downed"
2018102107,3111,"punt_downed"
2018102108,1523,"punt_downed"
2018102108,2014,"punt_downed"
2018102109,234,"punt_downed"
2018102109,444,"punt_downed"
2018102110,1265,"punt_downed"
2018102110,2990,"punt_downed"
2018102111,3651,"punt_downed"
2018102111,713,"punt_downed"
2018102111,831,"punt_downed"
2018102200,393,"punt_downed"
2018102200,961,"punt_downed"
2018102800,1834,"punt_downed"
2018102801,1170,"punt_downed"
2018102801,579,"punt_downed"
2018102802,1647,"punt_downed"
2018102802,2282,"punt_downed"
2018102803,3729,"punt_downed"
2018102803,3938,"punt_downed"
2018102804,1766,"punt_downed"
2018102804,2447,"punt_downed"
2018102804,265,"punt_downed"
2018102805,3836,"punt_downed"
2018102805,4263,"punt_downed"
2018102806,2252,"punt_downed"
2018102806,369,"punt_downed"
2018102806,906,"punt_downed"
2018102807,2611,"punt_downed"
2018102808,3376,"punt_downed"
2018102810,1715,"punt_downed"
2018102810,2770,"punt_downed"
2018102810,3814,"punt_downed"
2018102900,1566,"punt_downed"
2018102900,208,"punt_downed"
2018102900,2694,"punt_downed"
2018110100,1321,"punt_downed"
2018110100,2239,"punt_downed"
2018110401,1734,"punt_downed"
2018110401,661,"punt_downed"
2018110402,116,"punt_downed"
2018110402,3781,"punt_downed"
2018110402,3884,"punt_downed"
2018110403,252,"punt_downed"
2018110404,3620,"punt_downed"
2018110405,2184,"punt_downed"
2018110405,3680,"punt_downed"
2018110406,163,"punt_downed"
2018110410,3300,"punt_downed"
2018110800,1001,"punt_downed"
2018110800,3116,"punt_downed"
2018110800,3504,"punt_downed"
2018111100,2772,"punt_downed"
2018111100,2856,"punt_downed"
2018111102,3626,"punt_downed"
2018111103,1865,"punt_downed"
2018111104,2800,"punt_downed"
2018111106,3010,"punt_downed"
2018111106,3475,"punt_downed"
2018111107,2263,"punt_downed"
2018111107,3969,"punt_downed"
2018111108,3718,"punt_downed"
2018111108,3804,"punt_downed"
2018111110,1914,"punt_downed"
2018111111,124,"punt_downed"
2018111111,2174,"punt_downed"
2018111111,918,"punt_downed"
2018111200,1150,"punt_downed"
2018111200,553,"punt_downed"
2018111500,2896,"punt_downed"
2018111801,2079,"punt_downed"
2018111802,3440,"punt_downed"
2018111803,2045,"punt_downed"
2018111803,3719,"punt_downed"
2018111803,948,"punt_downed"
2018111804,3576,"punt_downed"
2018111804,493,"punt_downed"
2018111805,1623,"punt_downed"
2018111806,1306,"punt_downed"
2018111807,3784,"punt_downed"
2018111810,3401,"punt_downed"
2018111810,533,"punt_downed"
2018111900,3829,"punt_downed"
2018111900,4707,"punt_downed"
2018112200,477,"punt_downed"
2018112201,1182,"punt_downed"
2018112201,1990,"punt_downed"
2018112201,415,"punt_downed"
2018112500,1028,"punt_downed"
2018112500,3528,"punt_downed"
2018112501,199,"punt_downed"
2018112501,3963,"punt_downed"
2018112501,4207,"punt_downed"
2018112502,1286,"punt_downed"
2018112503,3109,"punt_downed"
2018112505,1016,"punt_downed"
2018112506,2965,"punt_downed"
2018112507,3094,"punt_downed"
2018112508,3080,"punt_downed"
2018112509,2455,"punt_downed"
2018112510,1683,"punt_downed"
2018112510,3157,"punt_downed"
2018112600,1438,"punt_downed"
2018120201,1153,"punt_downed"
2018120201,873,"punt_downed"
2018120202,2205,"punt_downed"
2018120202,234,"punt_downed"
2018120202,3580,"punt_downed"
2018120203,3406,"punt_downed"
2018120203,447,"punt_downed"
2018120203,717,"punt_downed"
2018120203,842,"punt_downed"
2018120204,3414,"punt_downed"
2018120205,706,"punt_downed"
2018120206,2836,"punt_downed"
2018120206,637,"punt_downed"
2018120206,853,"punt_downed"
2018120207,281,"punt_downed"
2018120207,3179,"punt_downed"
2018120207,3924,"punt_downed"
2018120207,550,"punt_downed"
2018120208,1469,"punt_downed"
2018120209,3863,"punt_downed"
2018120210,987,"punt_downed"
2018120211,1430,"punt_downed"
2018120600,1466,"punt_downed"
2018120901,3063,"punt_downed"
2018120901,3486,"punt_downed"
2018120901,4685,"punt_downed"
2018120903,1128,"punt_downed"
2018120905,3207,"punt_downed"
2018120907,2907,"punt_downed"
2018120908,1464,"punt_downed"
2018120908,2521,"punt_downed"
2018120909,1169,"punt_downed"
2018120909,2828,"punt_downed"
2018120909,2986,"punt_downed"
2018120910,1364,"punt_downed"
2018120912,174,"punt_downed"
2018120913,3174,"punt_downed"
2018120913,473,"punt_downed"
2018121000,295,"punt_downed"
2018121000,3114,"punt_downed"
2018121300,1363,"punt_downed"
2018121501,363,"punt_downed"
2018121600,1888,"punt_downed"
2018121601,709,"punt_downed"
2018121603,1624,"punt_downed"
2018121603,202,"punt_downed"
2018121604,3821,"punt_downed"
2018121606,1290,"punt_downed"
2018121606,1721,"punt_downed"
2018121606,288,"punt_downed"
2018121608,1149,"punt_downed"
2018121608,1356,"punt_downed"
2018121608,3274,"punt_downed"
2018121608,388,"punt_downed"
2018121609,1047,"punt_downed"
2018121610,1339,"punt_downed"
2018121610,1997,"punt_downed"
2018121610,2174,"punt_downed"
2018121610,836,"punt_downed"
2018121700,1803,"punt_downed"
2018122200,1955,"punt_downed"
2018122300,2083,"punt_downed"
2018122300,3616,"punt_downed"
2018122300,596,"punt_downed"
2018122306,2420,"punt_downed"
2018122307,213,"punt_downed"
2018122307,2132,"punt_downed"
2018122307,865,"punt_downed"
2018122307,979,"punt_downed"
2018122308,129,"punt_downed"
2018122308,1951,"punt_downed"
2018122308,218,"punt_downed"
2018122308,3199,"punt_downed"
2018122308,324,"punt_downed"
2018122308,3571,"punt_downed"
2018122308,598,"punt_downed"
2018122309,3670,"punt_downed"
2018122309,4308,"punt_downed"
2018122311,3332,"punt_downed"
2018122311,3735,"punt_downed"
2018122311,798,"punt_downed"
2018122312,716,"punt_downed"
2018122314,2082,"punt_downed"
2018122400,542,"punt_downed"
2018123000,2165,"punt_downed"
2018123001,3462,"punt_downed"
2018123001,4003,"punt_downed"
2018123002,214,"punt_downed"
2018123002,2595,"punt_downed"
2018123002,355,"punt_downed"
2018123003,2462,"punt_downed"
2018123004,2495,"punt_downed"
2018123006,3832,"punt_downed"
2018123007,1894,"punt_downed"
2018123007,2468,"punt_downed"
2018123009,2071,"punt_downed"
2018123009,483,"punt_downed"
2018123011,1277,"punt_downed"
2018123011,643,"punt_downed"
2018123012,2211,"punt_downed"
2018123012,2855,"punt_downed"
2018123013,3144,"punt_downed"
2018123014,1328,"punt_downed"
2018123015,1505,"punt_downed"
2018123015,2651,"punt_downed"
2019090500,1350,"punt_downed"
2019090500,1588,"punt_downed"
2019090500,2004,"punt_downed"
2019090500,2151,"punt_downed"
2019090801,1876,"punt_downed"
2019090801,691,"punt_downed"
2019090801,821,"punt_downed"
2019090803,1675,"punt_downed"
2019090803,3581,"punt_downed"
2019090804,3513,"punt_downed"
2019090805,2441,"punt_downed"
2019090805,666,"punt_downed"
2019090807,1293,"punt_downed"
2019090808,2703,"punt_downed"
2019090809,4466,"punt_downed"
2019090809,450,"punt_downed"
2019090809,5729,"punt_downed"
2019090810,3258,"punt_downed"
2019090811,130,"punt_downed"
2019090811,3440,"punt_downed"
2019090900,3488,"punt_downed"
2019091200,1583,"punt_downed"
2019091200,3509,"punt_downed"
2019091500,165,"punt_downed"
2019091500,479,"punt_downed"
2019091501,149,"punt_downed"
2019091501,1841,"punt_downed"
2019091502,1826,"punt_downed"
2019091503,3133,"punt_downed"
2019091505,762,"punt_downed"
2019091506,1174,"punt_downed"
2019091507,3875,"punt_downed"
2019091510,3124,"punt_downed"
2019091600,3025,"punt_downed"
2019091900,1454,"punt_downed"
2019092200,1839,"punt_downed"
2019092202,531,"punt_downed"
2019092204,1572,"punt_downed"
2019092206,3631,"punt_downed"
2019092206,3720,"punt_downed"
2019092207,1316,"punt_downed"
2019092208,2027,"punt_downed"
2019092213,1256,"punt_downed"
2019092213,211,"punt_downed"
2019092900,4138,"punt_downed"
2019092902,1420,"punt_downed"
2019092902,947,"punt_downed"
2019092903,3971,"punt_downed"
2019092904,2275,"punt_downed"
2019092904,2749,"punt_downed"
2019092904,3287,"punt_downed"
2019092904,522,"punt_downed"
2019092906,2392,"punt_downed"
2019092908,1721,"punt_downed"
2019092909,546,"punt_downed"
2019092911,223,"punt_downed"
2019092912,2267,"punt_downed"
2019093000,2331,"punt_downed"
2019100300,2630,"punt_downed"
2019100600,3185,"punt_downed"
2019100602,240,"punt_downed"
2019100603,2812,"punt_downed"
2019100603,3340,"punt_downed"
2019100604,573,"punt_downed"
2019100605,2214,"punt_downed"
2019100605,3434,"punt_downed"
2019100606,1377,"punt_downed"
2019100607,3642,"punt_downed"
2019100609,4190,"punt_downed"
2019100611,2382,"punt_downed"
2019100612,3467,"punt_downed"
2019100700,2611,"punt_downed"
2019100700,3348,"punt_downed"
2019100700,489,"punt_downed"
2019101000,1067,"punt_downed"
2019101000,3523,"punt_downed"
2019101300,3576,"punt_downed"
2019101302,3073,"punt_downed"
2019101303,1278,"punt_downed"
2019101303,598,"punt_downed"
2019101305,3689,"punt_downed"
2019101305,876,"punt_downed"
2019101308,1421,"punt_downed"
2019101308,3939,"punt_downed"
2019101309,3143,"punt_downed"
2019101309,553,"punt_downed"
2019101310,3274,"punt_downed"
2019101311,3636,"punt_downed"
2019101400,1621,"punt_downed"
2019101400,2587,"punt_downed"
2019101400,2856,"punt_downed"
2019101700,3811,"punt_downed"
2019102000,3019,"punt_downed"
2019102002,649,"punt_downed"
2019102002,815,"punt_downed"
2019102003,329,"punt_downed"
2019102005,267,"punt_downed"
2019102005,4087,"punt_downed"
2019102006,2144,"punt_downed"
2019102006,2301,"punt_downed"
2019102007,1446,"punt_downed"
2019102008,2418,"punt_downed"
2019102009,1934,"punt_downed"
2019102100,4039,"punt_downed"
2019102100,4327,"punt_downed"
2019102100,4411,"punt_downed"
2019102400,1832,"punt_downed"
2019102700,3948,"punt_downed"
2019102701,126,"punt_downed"
2019102701,374,"punt_downed"
2019102705,735,"punt_downed"
2019102706,2149,"punt_downed"
2019102706,3386,"punt_downed"
2019102708,774,"punt_downed"
2019102709,3012,"punt_downed"
2019102710,3219,"punt_downed"
2019102711,1302,"punt_downed"
2019102711,3248,"punt_downed"
2019102712,3663,"punt_downed"
2019102800,1387,"punt_downed"
2019110300,3934,"punt_downed"
2019110301,157,"punt_downed"
2019110301,549,"punt_downed"
2019110303,2847,"punt_downed"
2019110304,3793,"punt_downed"
2019110305,2972,"punt_downed"
2019110306,2642,"punt_downed"
2019110307,3292,"punt_downed"
2019110309,115,"punt_downed"
2019110311,1330,"punt_downed"
2019110311,1663,"punt_downed"
2019110311,4310,"punt_downed"
2019110400,2376,"punt_downed"
2019110700,2513,"punt_downed"
2019111000,1134,"punt_downed"
2019111000,3366,"punt_downed"
2019111003,3476,"punt_downed"
2019111004,1648,"punt_downed"
2019111004,2471,"punt_downed"
2019111005,1262,"punt_downed"
2019111007,1130,"punt_downed"
2019111008,1212,"punt_downed"
2019111008,611,"punt_downed"
2019111009,3859,"punt_downed"
2019111009,4898,"punt_downed"
2019111010,1257,"punt_downed"
2019111100,1023,"punt_downed"
2019111400,2279,"punt_downed"
2019111400,2487,"punt_downed"
2019111400,3740,"punt_downed"
2019111400,3936,"punt_downed"
2019111702,4328,"punt_downed"
2019111703,217,"punt_downed"
2019111704,1507,"punt_downed"
2019111705,403,"punt_downed"
2019111707,2016,"punt_downed"
2019111707,4090,"punt_downed"
2019111710,2218,"punt_downed"
2019111710,3036,"punt_downed"
2019111710,3752,"punt_downed"
2019111710,4372,"punt_downed"
2019111711,1929,"punt_downed"
2019111711,3296,"punt_downed"
2019111800,3802,"punt_downed"
2019111800,480,"punt_downed"
2019112100,2781,"punt_downed"
2019112100,461,"punt_downed"
2019112400,2155,"punt_downed"
2019112400,3899,"punt_downed"
2019112401,3958,"punt_downed"
2019112402,2614,"punt_downed"
2019112402,3785,"punt_downed"
2019112402,4277,"punt_downed"
2019112403,2192,"punt_downed"
2019112403,2969,"punt_downed"
2019112403,3649,"punt_downed"
2019112405,2249,"punt_downed"
2019112406,2050,"punt_downed"
2019112406,837,"punt_downed"
2019112407,1554,"punt_downed"
2019112407,1663,"punt_downed"
2019112408,313,"punt_downed"
2019112408,492,"punt_downed"
2019112409,118,"punt_downed"
2019112409,2243,"punt_downed"
2019112409,2541,"punt_downed"
2019112409,3684,"punt_downed"
2019112410,2176,"punt_downed"
2019112410,599,"punt_downed"
2019112411,3652,"punt_downed"
2019112411,825,"punt_downed"
2019112800,1063,"punt_downed"
2019112801,603,"punt_downed"
2019112802,125,"punt_downed"
2019120100,2655,"punt_downed"
2019120100,424,"punt_downed"
2019120100,719,"punt_downed"
2019120101,1575,"punt_downed"
2019120101,2970,"punt_downed"
2019120102,2653,"punt_downed"
2019120102,3260,"punt_downed"
2019120102,910,"punt_downed"
2019120103,1916,"punt_downed"
2019120104,2544,"punt_downed"
2019120105,921,"punt_downed"
2019120106,336,"punt_downed"
2019120107,3654,"punt_downed"
2019120108,1351,"punt_downed"
2019120108,2501,"punt_downed"
2019120108,3171,"punt_downed"
2019120108,4463,"punt_downed"
2019120109,1700,"punt_downed"
2019120110,3456,"punt_downed"
2019120111,1935,"punt_downed"
2019120111,4079,"punt_downed"
2019120500,4494,"punt_downed"
2019120500,811,"punt_downed"
2019120800,284,"punt_downed"
2019120800,402,"punt_downed"
2019120801,1747,"punt_downed"
2019120801,2800,"punt_downed"
2019120801,3050,"punt_downed"
2019120801,379,"punt_downed"
2019120805,2658,"punt_downed"
2019120807,257,"punt_downed"
2019120809,1511,"punt_downed"
2019120811,1928,"punt_downed"
2019120811,3871,"punt_downed"
2019120812,2304,"punt_downed"
2019120900,1524,"punt_downed"
2019120900,1774,"punt_downed"
2019120900,2063,"punt_downed"
2019120900,2280,"punt_downed"
2019120900,2625,"punt_downed"
2019120900,299,"punt_downed"
2019120900,535,"punt_downed"
2019121200,3033,"punt_downed"
2019121500,1433,"punt_downed"
2019121503,3771,"punt_downed"
2019121504,3336,"punt_downed"
2019121505,1425,"punt_downed"
2019121505,2676,"punt_downed"
2019121505,4259,"punt_downed"
2019121505,885,"punt_downed"
2019121506,3793,"punt_downed"
2019121506,683,"punt_downed"
2019121507,2005,"punt_downed"
2019121507,3239,"punt_downed"
2019121507,737,"punt_downed"
2019121508,2137,"punt_downed"
2019121508,281,"punt_downed"
2019121510,1226,"punt_downed"
2019121510,2249,"punt_downed"
2019121510,691,"punt_downed"
2019121511,1496,"punt_downed"
2019121511,2540,"punt_downed"
2019121513,2364,"punt_downed"
2019121513,3590,"punt_downed"
2019121513,740,"punt_downed"
2019121600,646,"punt_downed"
2019122101,1389,"punt_downed"
2019122101,847,"punt_downed"
2019122102,2480,"punt_downed"
2019122102,3185,"punt_downed"
2019122205,1586,"punt_downed"
2019122205,2475,"punt_downed"
2019122205,560,"punt_downed"
2019122207,3322,"punt_downed"
2019122208,5024,"punt_downed"
2019122209,3821,"punt_downed"
2019122209,671,"punt_downed"
2019122211,2999,"punt_downed"
2019122211,3714,"punt_downed"
2019122213,779,"punt_downed"
2019122214,1326,"punt_downed"
2019122900,3006,"punt_downed"
2019122900,3286,"punt_downed"
2019122901,3595,"punt_downed"
2019122901,3779,"punt_downed"
2019122902,2816,"punt_downed"
2019122902,427,"punt_downed"
2019122903,2003,"punt_downed"
2019122904,1601,"punt_downed"
2019122905,1186,"punt_downed"
2019122905,2622,"punt_downed"
2019122905,862,"punt_downed"
2019122908,2857,"punt_downed"
2019122909,1202,"punt_downed"
2019122910,1536,"punt_downed"
2019122910,867,"punt_downed"
2019122911,1270,"punt_downed"
2019122911,2099,"punt_downed"
2019122911,2216,"punt_downed"
2019122912,796,"punt_downed"
2019122913,1584,"punt_downed"
2019122915,602,"punt_downed"
2020091000,2659,"punt_downed"
2020091301,1332,"punt_downed"
2020091301,3188,"punt_downed"
2020091304,1025,"punt_downed"
2020091304,3479,"punt_downed"
2020091304,3641,"punt_downed"
2020091305,2211,"punt_downed"
2020091307,328,"punt_downed"
2020091308,1801,"punt_downed"
2020091308,483,"punt_downed"
2020091310,3198,"punt_downed"
2020091311,2935,"punt_downed"
2020091400,1787,"punt_downed"
2020091700,1453,"punt_downed"
2020092000,1237,"punt_downed"
2020092000,2010,"punt_downed"
2020092000,672,"punt_downed"
2020092003,1477,"punt_downed"
2020092003,2411,"punt_downed"
2020092004,1353,"punt_downed"
2020092004,279,"punt_downed"
2020092006,965,"punt_downed"
2020092009,1106,"punt_downed"
2020092012,1066,"punt_downed"
2020092013,1155,"punt_downed"
2020092013,1831,"punt_downed"
2020092400,2277,"punt_downed"
2020092701,2836,"punt_downed"
2020092702,433,"punt_downed"
2020092705,3210,"punt_downed"
2020092707,129,"punt_downed"
2020092707,2712,"punt_downed"
2020092709,2120,"punt_downed"
2020092709,3776,"punt_downed"
2020092710,2498,"punt_downed"
2020092710,3433,"punt_downed"
2020092710,713,"punt_downed"
2020092711,431,"punt_downed"
2020092712,3940,"punt_downed"
2020100400,169,"punt_downed"
2020100401,211,"punt_downed"
2020100401,2670,"punt_downed"
2020100404,2018,"punt_downed"
2020100404,3072,"punt_downed"
2020100405,303,"punt_downed"
2020100406,543,"punt_downed"
2020100413,1814,"punt_downed"
2020100501,2086,"punt_downed"
2020100800,2875,"punt_downed"
2020100800,622,"punt_downed"
2020101100,1020,"punt_downed"
2020101102,2293,"punt_downed"
2020101102,454,"punt_downed"
2020101103,2910,"punt_downed"
2020101105,212,"punt_downed"
2020101105,306,"punt_downed"
2020101108,3841,"punt_downed"
2020101109,2417,"punt_downed"
2020101112,1274,"punt_downed"
2020101112,2965,"punt_downed"
2020101300,2626,"punt_downed"
2020101800,2204,"punt_downed"
2020101801,2592,"punt_downed"
2020101801,3317,"punt_downed"
2020101804,1974,"punt_downed"
2020101810,3281,"punt_downed"
2020101811,3510,"punt_downed"
2020101811,3601,"punt_downed"
2020101812,2584,"punt_downed"
2020101813,1216,"punt_downed"
2020101813,2458,"punt_downed"
2020101900,3096,"punt_downed"
2020101901,2406,"punt_downed"
2020102200,2458,"punt_downed"
2020102500,2818,"punt_downed"
2020102503,1291,"punt_downed"
2020102507,2665,"punt_downed"
2020102507,997,"punt_downed"
2020102508,2751,"punt_downed"
2020102509,1087,"punt_downed"
2020102600,1302,"punt_downed"
2020102600,1462,"punt_downed"
2020102600,2236,"punt_downed"
2020102600,3653,"punt_downed"
2020102600,3953,"punt_downed"
2020110100,257,"punt_downed"
2020110101,4214,"punt_downed"
2020110101,712,"punt_downed"
2020110103,1180,"punt_downed"
2020110104,2847,"punt_downed"
2020110104,3109,"punt_downed"
2020110106,1251,"punt_downed"
2020110106,2983,"punt_downed"
2020110106,490,"punt_downed"
2020110106,763,"punt_downed"
2020110108,1428,"punt_downed"
2020110109,1961,"punt_downed"
2020110109,268,"punt_downed"
2020110200,1299,"punt_downed"
2020110200,3217,"punt_downed"
2020110200,934,"punt_downed"
2020110800,4140,"punt_downed"
2020110802,1439,"punt_downed"
2020110803,293,"punt_downed"
2020110803,3482,"punt_downed"
2020110803,3575,"punt_downed"
2020110803,643,"punt_downed"
2020110803,822,"punt_downed"
2020110807,1702,"punt_downed"
2020110807,3315,"punt_downed"
2020110808,1162,"punt_downed"
2020110808,202,"punt_downed"
2020110809,2957,"punt_downed"
2020111500,2441,"punt_downed"
2020111501,1451,"punt_downed"
2020111501,604,"punt_downed"
2020111503,2249,"punt_downed"
2020111503,496,"punt_downed"
2020111503,629,"punt_downed"
2020111503,818,"punt_downed"
2020111504,1250,"punt_downed"
2020111504,1572,"punt_downed"
2020111504,1878,"punt_downed"
2020111504,3226,"punt_downed"
2020111505,2627,"punt_downed"
2020111505,3741,"punt_downed"
2020111505,4416,"punt_downed"
2020111505,558,"punt_downed"
2020111507,1014,"punt_downed"
2020111507,625,"punt_downed"
2020111510,2375,"punt_downed"
2020111511,3015,"punt_downed"
2020111512,1581,"punt_downed"
2020111600,2902,"punt_downed"
2020112200,155,"punt_downed"
2020112202,2055,"punt_downed"
2020112202,2626,"punt_downed"
2020112204,2971,"punt_downed"
2020112204,4136,"punt_downed"
2020112204,855,"punt_downed"
2020112206,4104,"punt_downed"
2020112207,2452,"punt_downed"
2020112207,2542,"punt_downed"
2020112207,3128,"punt_downed"
2020112212,1594,"punt_downed"
2020112212,2037,"punt_downed"
2020112300,3436,"punt_downed"
2020112600,3965,"punt_downed"
2020112601,3018,"punt_downed"
2020112900,2660,"punt_downed"
2020112900,2755,"punt_downed"
2020112902,2355,"punt_downed"
2020112902,2517,"punt_downed"
2020112904,3076,"punt_downed"
2020112906,484,"punt_downed"
2020112907,3296,"punt_downed"
2020112908,2755,"punt_downed"
2020112908,3340,"punt_downed"
2020120200,2373,"punt_downed"
2020120601,1446,"punt_downed"
2020120601,3730,"punt_downed"
2020120601,3852,"punt_downed"
2020120602,2612,"punt_downed"
2020120603,3246,"punt_downed"
2020120604,1979,"punt_downed"
2020120604,953,"punt_downed"
2020120605,2882,"punt_downed"
2020120605,4060,"punt_downed"
2020120608,808,"punt_downed"
2020120609,1493,"punt_downed"
2020120609,1772,"punt_downed"
2020120610,1907,"punt_downed"
2020120702,3655,"punt_downed"
2020121000,2260,"punt_downed"
2020121000,2967,"punt_downed"
2020121000,697,"punt_downed"
2020121301,680,"punt_downed"
2020121304,3906,"punt_downed"
2020121305,1375,"punt_downed"
2020121307,242,"punt_downed"
2020121309,3292,"punt_downed"
2020121310,2958,"punt_downed"
2020121311,3112,"punt_downed"
2020121312,4236,"punt_downed"
2020121313,2948,"punt_downed"
2020121313,870,"punt_downed"
2020121400,1995,"punt_downed"
2020121900,819,"punt_downed"
2020121901,1650,"punt_downed"
2020121901,1889,"punt_downed"
2020121901,2148,"punt_downed"
2020121901,2269,"punt_downed"
2020122002,1460,"punt_downed"
2020122003,732,"punt_downed"
2020122005,868,"punt_downed"
2020122005,954,"punt_downed"
2020122007,123,"punt_downed"
2020122007,2367,"punt_downed"
2020122007,410,"punt_downed"
2020122100,2277,"punt_downed"
2020122600,2442,"punt_downed"
2020122600,2965,"punt_downed"
2020122600,870,"punt_downed"
2020122601,1599,"punt_downed"
2020122601,1696,"punt_downed"
2020122601,2925,"punt_downed"
2020122707,1349,"punt_downed"
2020122708,813,"punt_downed"
2020122710,3929,"punt_downed"
2020122710,566,"punt_downed"
2020122713,2172,"punt_downed"
2020122800,2517,"punt_downed"
2020122800,2790,"punt_downed"
2020122800,3623,"punt_downed"
2021010300,2217,"punt_downed"
2021010300,675,"punt_downed"
2021010303,1968,"punt_downed"
2021010303,3140,"punt_downed"
2021010306,2329,"punt_downed"
2021010306,3402,"punt_downed"
2021010307,3155,"punt_downed"
2021010307,3964,"punt_downed"
2021010314,209,"punt_downed"
2021010314,527,"punt_downed"
2018090600,2406,"fair_catch"
2018090600,973,"fair_catch"
2018090900,4325,"fair_catch"
2018090901,2907,"fair_catch"
2018090901,3215,"fair_catch"
2018090901,4352,"fair_catch"
2018090901,4648,"fair_catch"
