"time","x","y","s","a","dis","o","dir","event","nflId","displayName","jerseyNumber","position","team","frameId","gameId","playId","playDirection","framesaftersnap"
"2020-12-20T21:39:08.500",39.59,24.14,1.98,1.06,0.21,164.31,263.37,"None",37874,"Jake McQuaide",44,"LS","home",44,2020122003,881,"right",33
"2020-12-20T21:39:08.600",39.4,24.13,1.83,1.25,0.19,181.47,265.71,"None",37874,"Jake McQuaide",44,"LS","home",45,2020122003,881,"right",34
"2020-12-20T21:39:08.700",39.23,24.13,1.68,1.44,0.17,201.83,269.3,"kick_recovered",37874,"Jake McQuaide",44,"LS","home",46,2020122003,881,"right",35
"2020-12-20T21:39:08.800",39.07,24.13,1.55,1.52,0.16,224.92,272.18,"None",37874,"Jake McQuaide",44,"LS","home",47,2020122003,881,"right",36
"2020-12-20T21:39:08.900",38.92,24.15,1.43,1.51,0.15,241.16,276.98,"None",37874,"Jake McQuaide",44,"LS","home",48,2020122003,881,"right",37
"2020-12-20T21:39:09.000",38.78,24.17,1.34,1.37,0.14,246.64,280.71,"None",37874,"Jake McQuaide",44,"LS","home",49,2020122003,881,"right",38
"2020-12-20T21:39:09.100",38.64,24.2,1.3,1.07,0.14,250.21,281.14,"None",37874,"Jake McQuaide",44,"LS","home",50,2020122003,881,"right",39
"2020-12-20T21:39:09.200",38.51,24.22,1.29,0.75,0.14,258.41,280.46,"None",37874,"Jake McQuaide",44,"LS","home",51,2020122003,881,"right",40
"2020-12-20T21:39:09.300",38.37,24.24,1.3,0.56,0.14,261.03,281.47,"None",37874,"Jake McQuaide",44,"LS","home",52,2020122003,881,"right",41
"2020-12-20T21:39:09.400",38.22,24.26,1.37,0.31,0.15,261.73,279.47,"None",37874,"Jake McQuaide",44,"LS","home",53,2020122003,881,"right",42
"2020-12-20T21:39:09.500",38.07,24.28,1.4,0.37,0.15,261.73,276.59,"None",37874,"Jake McQuaide",44,"LS","home",54,2020122003,881,"right",43
"2020-12-20T21:39:09.600",37.93,24.28,1.38,0.5,0.14,263.73,273.75,"None",37874,"Jake McQuaide",44,"LS","home",55,2020122003,881,"right",44
"2020-12-20T21:39:09.700",37.81,24.3,1.3,0.61,0.13,262.84,273.51,"None",37874,"Jake McQuaide",44,"LS","home",56,2020122003,881,"right",45
"2020-12-20T21:39:09.800",37.68,24.31,1.22,0.74,0.12,261.63,273.41,"None",37874,"Jake McQuaide",44,"LS","home",57,2020122003,881,"right",46
"2020-12-20T21:39:09.900",37.57,24.32,1.12,0.92,0.11,261.63,272.71,"None",37874,"Jake McQuaide",44,"LS","home",58,2020122003,881,"right",47
"2020-12-20T21:39:10.000",37.48,24.32,0.93,1.23,0.09,261.63,271.88,"None",37874,"Jake McQuaide",44,"LS","home",59,2020122003,881,"right",48
"2020-12-20T21:39:10.100",37.42,24.32,0.64,1.61,0.06,261.63,268.07,"None",37874,"Jake McQuaide",44,"LS","home",60,2020122003,881,"right",49
"2020-12-20T21:39:10.200",37.37,24.3,0.49,1.6,0.06,261.63,256.73,"None",37874,"Jake McQuaide",44,"LS","home",61,2020122003,881,"right",50
"2020-12-20T21:39:10.300",37.34,24.28,0.38,1.53,0.04,263.11,230.39,"None",37874,"Jake McQuaide",44,"LS","home",62,2020122003,881,"right",51
"2020-12-20T21:39:10.400",37.31,24.25,0.33,1.34,0.03,265.26,207.84,"fumble_defense_recovered",37874,"Jake McQuaide",44,"LS","home",63,2020122003,881,"right",52
"2020-12-20T21:39:10.500",37.31,24.21,0.4,1.33,0.04,266.9,181.97,"tackle",37874,"Jake McQuaide",44,"LS","home",64,2020122003,881,"right",53
"2020-12-20T21:39:10.600",37.31,24.16,0.5,1.1,0.05,268.04,170.51,"None",37874,"Jake McQuaide",44,"LS","home",65,2020122003,881,"right",54
"2020-12-20T21:39:10.700",37.32,24.11,0.6,0.81,0.06,270.13,163.38,"None",37874,"Jake McQuaide",44,"LS","home",66,2020122003,881,"right",55
"2020-12-20T21:39:10.800",37.35,24.04,0.66,0.53,0.06,273.17,160.32,"None",37874,"Jake McQuaide",44,"LS","home",67,2020122003,881,"right",56
"2020-12-20T21:39:10.900",37.37,23.96,0.78,0.42,0.08,276.24,159.78,"None",37874,"Jake McQuaide",44,"LS","home",68,2020122003,881,"right",57
"2020-12-20T21:39:11.000",37.4,23.89,0.79,0.2,0.08,280.98,157.1,"None",37874,"Jake McQuaide",44,"LS","home",69,2020122003,881,"right",58
"2020-12-20T21:39:11.100",37.43,23.82,0.82,0.06,0.08,285.7,157.45,"None",37874,"Jake McQuaide",44,"LS","home",70,2020122003,881,"right",59
"2020-12-20T21:39:11.200",37.46,23.74,0.81,0.19,0.08,291.49,160.46,"None",37874,"Jake McQuaide",44,"LS","home",71,2020122003,881,"right",60
"2020-12-20T21:39:11.300",37.49,23.66,0.83,0.18,0.09,296.09,158.5,"None",37874,"Jake McQuaide",44,"LS","home",72,2020122003,881,"right",61
"2020-12-20T21:39:11.400",37.52,23.59,0.77,0.37,0.08,299.83,159.56,"None",37874,"Jake McQuaide",44,"LS","home",73,2020122003,881,"right",62
"2020-12-20T21:39:05.200",33.68,24.75,0,0,0,101.27,114.22,"ball_snap",38815,"Johnny Hekker",6,"P","home",11,2020122003,881,"right",0
"2020-12-20T21:39:05.300",33.69,24.74,0,0,0,95.98,123.61,"None",38815,"Johnny Hekker",6,"P","home",12,2020122003,881,"right",1
"2020-12-20T21:39:05.400",33.69,24.74,0.01,0.19,0,89.42,118.87,"None",38815,"Johnny Hekker",6,"P","home",13,2020122003,881,"right",2
"2020-12-20T21:39:05.500",33.69,24.75,0.04,0.39,0,346.94,87.25,"None",38815,"Johnny Hekker",6,"P","home",14,2020122003,881,"right",3
"2020-12-20T21:39:05.600",33.7,24.74,0.13,0.76,0.01,325.65,109.55,"None",38815,"Johnny Hekker",6,"P","home",15,2020122003,881,"right",4
"2020-12-20T21:39:05.700",33.72,24.73,0.24,0.98,0.02,310.8,110.98,"None",38815,"Johnny Hekker",6,"P","home",16,2020122003,881,"right",5
"2020-12-20T21:39:05.800",33.75,24.73,0.38,1.06,0.04,307.88,105,"None",38815,"Johnny Hekker",6,"P","home",17,2020122003,881,"right",6
"2020-12-20T21:39:05.900",33.8,24.71,0.52,1.05,0.05,309.16,104.32,"None",38815,"Johnny Hekker",6,"P","home",18,2020122003,881,"right",7
"2020-12-20T21:39:06.000",33.87,24.71,0.66,1.08,0.07,312.26,100.45,"None",38815,"Johnny Hekker",6,"P","home",19,2020122003,881,"right",8
"2020-12-20T21:39:06.100",33.95,24.69,0.86,1.27,0.09,307.36,101.25,"None",38815,"Johnny Hekker",6,"P","home",20,2020122003,881,"right",9
"2020-12-20T21:39:06.200",34.06,24.66,1.05,1.33,0.11,300,101.99,"None",38815,"Johnny Hekker",6,"P","home",21,2020122003,881,"right",10
"2020-12-20T21:39:06.300",34.18,24.63,1.28,1.43,0.13,293.6,102.5,"None",38815,"Johnny Hekker",6,"P","home",22,2020122003,881,"right",11
"2020-12-20T21:39:06.400",34.34,24.59,1.58,1.69,0.16,294.41,104.04,"None",38815,"Johnny Hekker",6,"P","home",23,2020122003,881,"right",12
"2020-12-20T21:39:06.500",34.51,24.54,1.84,1.73,0.18,289.61,105.39,"None",38815,"Johnny Hekker",6,"P","home",24,2020122003,881,"right",13
"2020-12-20T21:39:06.600",34.71,24.5,2.08,1.84,0.2,283,104.29,"None",38815,"Johnny Hekker",6,"P","home",25,2020122003,881,"right",14
"2020-12-20T21:39:06.700",34.93,24.45,2.28,1.62,0.22,283,103.75,"None",38815,"Johnny Hekker",6,"P","home",26,2020122003,881,"right",15
"2020-12-20T21:39:06.800",35.16,24.38,2.46,1.39,0.24,279.88,104.91,"None",38815,"Johnny Hekker",6,"P","home",27,2020122003,881,"right",16
"2020-12-20T21:39:06.900",35.4,24.32,2.56,0.99,0.25,277.55,104.6,"None",38815,"Johnny Hekker",6,"P","home",28,2020122003,881,"right",17
"2020-12-20T21:39:07.000",35.65,24.25,2.62,0.55,0.26,276,105.58,"None",38815,"Johnny Hekker",6,"P","home",29,2020122003,881,"right",18
"2020-12-20T21:39:07.100",35.9,24.18,2.62,0.17,0.26,271.45,106.13,"None",38815,"Johnny Hekker",6,"P","home",30,2020122003,881,"right",19
"2020-12-20T21:39:07.200",36.15,24.1,2.57,0.35,0.26,267.61,106.49,"None",38815,"Johnny Hekker",6,"P","home",31,2020122003,881,"right",20
"2020-12-20T21:39:07.300",36.37,24.03,2.4,0.89,0.24,259.66,106.79,"punt",38815,"Johnny Hekker",6,"P","home",32,2020122003,881,"right",21
"2020-12-20T21:39:07.400",36.56,24,1.93,2.34,0.19,252.42,101.29,"punt_blocked",38815,"Johnny Hekker",6,"P","home",33,2020122003,881,"right",22
"2020-12-20T21:39:07.500",36.74,23.97,1.71,2.52,0.18,250.91,98.77,"None",38815,"Johnny Hekker",6,"P","home",34,2020122003,881,"right",23
"2020-12-20T21:39:07.600",36.87,23.99,1.29,3.12,0.13,240.34,85.68,"None",38815,"Johnny Hekker",6,"P","home",35,2020122003,881,"right",24
"2020-12-20T21:39:07.700",36.92,24.03,0.8,3.67,0.07,233.1,61.77,"None",38815,"Johnny Hekker",6,"P","home",36,2020122003,881,"right",25
"2020-12-20T21:39:07.800",36.98,24.1,0.81,3.66,0.09,201.88,30.65,"None",38815,"Johnny Hekker",6,"P","home",37,2020122003,881,"right",26
"2020-12-20T21:39:07.900",37.01,24.18,0.94,3.48,0.09,194.35,6.97,"None",38815,"Johnny Hekker",6,"P","home",38,2020122003,881,"right",27
"2020-12-20T21:39:08.000",37,24.3,1.34,3.82,0.12,147.86,352.09,"None",38815,"Johnny Hekker",6,"P","home",39,2020122003,881,"right",28
"2020-12-20T21:39:08.100",36.97,24.45,1.64,3.32,0.15,128.66,345.21,"None",38815,"Johnny Hekker",6,"P","home",40,2020122003,881,"right",29
"2020-12-20T21:39:08.200",36.92,24.62,1.84,2.48,0.18,113.75,341.51,"None",38815,"Johnny Hekker",6,"P","home",41,2020122003,881,"right",30
"2020-12-20T21:39:08.300",36.86,24.8,1.85,1.37,0.19,103.2,337.95,"None",38815,"Johnny Hekker",6,"P","home",42,2020122003,881,"right",31
"2020-12-20T21:39:08.400",36.79,24.97,1.65,0.45,0.18,86.81,338.71,"None",38815,"Johnny Hekker",6,"P","home",43,2020122003,881,"right",32
"2020-12-20T21:39:08.500",36.73,25.12,1.56,0.92,0.16,82.33,337.36,"None",38815,"Johnny Hekker",6,"P","home",44,2020122003,881,"right",33
"2020-12-20T21:39:08.600",36.67,25.25,1.36,1.36,0.14,80.24,338.97,"None",38815,"Johnny Hekker",6,"P","home",45,2020122003,881,"right",34
"2020-12-20T21:39:08.700",36.64,25.34,0.91,2.14,0.09,80.24,339.3,"kick_recovered",38815,"Johnny Hekker",6,"P","home",46,2020122003,881,"right",35
"2020-12-20T21:39:08.800",36.62,25.41,0.66,2.21,0.08,77.19,345.97,"None",38815,"Johnny Hekker",6,"P","home",47,2020122003,881,"right",36
"2020-12-20T21:39:08.900",36.61,25.47,0.5,1.99,0.06,73.07,350.83,"None",38815,"Johnny Hekker",6,"P","home",48,2020122003,881,"right",37
"2020-12-20T21:39:09.000",36.6,25.51,0.34,1.65,0.04,71.98,352.03,"None",38815,"Johnny Hekker",6,"P","home",49,2020122003,881,"right",38
"2020-12-20T21:39:09.100",36.58,25.54,0.33,0.91,0.04,69.79,337.43,"None",38815,"Johnny Hekker",6,"P","home",50,2020122003,881,"right",39
"2020-12-20T21:39:09.200",36.57,25.57,0.3,0.53,0.03,71.78,330.73,"None",38815,"Johnny Hekker",6,"P","home",51,2020122003,881,"right",40
"2020-12-20T21:39:09.300",36.55,25.59,0.21,0.55,0.02,71.78,316.03,"None",38815,"Johnny Hekker",6,"P","home",52,2020122003,881,"right",41
"2020-12-20T21:39:09.400",36.54,25.6,0.17,0.67,0.02,71.78,278.16,"None",38815,"Johnny Hekker",6,"P","home",53,2020122003,881,"right",42
"2020-12-20T21:39:09.500",36.52,25.6,0.16,0.25,0.01,73.4,288.18,"None",38815,"Johnny Hekker",6,"P","home",54,2020122003,881,"right",43
"2020-12-20T21:39:09.600",36.51,25.6,0.17,0.12,0.01,72.6,284.36,"None",38815,"Johnny Hekker",6,"P","home",55,2020122003,881,"right",44
"2020-12-20T21:39:09.700",36.5,25.6,0.14,0.14,0.01,72.6,265.46,"None",38815,"Johnny Hekker",6,"P","home",56,2020122003,881,"right",45
"2020-12-20T21:39:09.800",36.48,25.59,0.15,0.13,0.02,72.6,252.25,"None",38815,"Johnny Hekker",6,"P","home",57,2020122003,881,"right",46
"2020-12-20T21:39:09.900",36.47,25.58,0.15,0.04,0.02,73.69,251.09,"None",38815,"Johnny Hekker",6,"P","home",58,2020122003,881,"right",47
"2020-12-20T21:39:10.000",36.45,25.58,0.12,0.18,0.01,73.69,245.79,"None",38815,"Johnny Hekker",6,"P","home",59,2020122003,881,"right",48
"2020-12-20T21:39:10.100",36.44,25.58,0.13,0.29,0.01,72.1,278.74,"None",38815,"Johnny Hekker",6,"P","home",60,2020122003,881,"right",49
"2020-12-20T21:39:10.200",36.43,25.58,0.09,0.25,0.01,71.11,278.31,"None",38815,"Johnny Hekker",6,"P","home",61,2020122003,881,"right",50
"2020-12-20T21:39:10.300",36.43,25.58,0.04,0.27,0,70.42,242.96,"None",38815,"Johnny Hekker",6,"P","home",62,2020122003,881,"right",51
"2020-12-20T21:39:10.400",36.43,25.57,0.08,0.45,0.01,70.42,154.28,"fumble_defense_recovered",38815,"Johnny Hekker",6,"P","home",63,2020122003,881,"right",52
"2020-12-20T21:39:10.500",36.44,25.55,0.22,0.74,0.02,69.49,134.64,"tackle",38815,"Johnny Hekker",6,"P","home",64,2020122003,881,"right",53
"2020-12-20T21:39:10.600",36.47,25.54,0.31,0.77,0.03,68.61,119.15,"None",38815,"Johnny Hekker",6,"P","home",65,2020122003,881,"right",54
"2020-12-20T21:39:10.700",36.5,25.53,0.37,0.65,0.03,72.63,119.74,"None",38815,"Johnny Hekker",6,"P","home",66,2020122003,881,"right",55
"2020-12-20T21:39:10.800",36.53,25.51,0.38,0.38,0.03,76.36,114.97,"None",38815,"Johnny Hekker",6,"P","home",67,2020122003,881,"right",56
"2020-12-20T21:39:10.900",36.57,25.5,0.43,0.43,0.04,82.92,106.28,"None",38815,"Johnny Hekker",6,"P","home",68,2020122003,881,"right",57
"2020-12-20T21:39:11.000",36.62,25.49,0.43,0.1,0.05,93.88,109.49,"None",38815,"Johnny Hekker",6,"P","home",69,2020122003,881,"right",58
"2020-12-20T21:39:11.100",36.66,25.48,0.39,0.25,0.04,101.02,102.77,"None",38815,"Johnny Hekker",6,"P","home",70,2020122003,881,"right",59
"2020-12-20T21:39:11.200",36.69,25.47,0.33,0.44,0.04,101.9,96.58,"None",38815,"Johnny Hekker",6,"P","home",71,2020122003,881,"right",60
"2020-12-20T21:39:11.300",36.72,25.47,0.25,0.58,0.03,102.83,89.05,"None",38815,"Johnny Hekker",6,"P","home",72,2020122003,881,"right",61
"2020-12-20T21:39:11.400",36.74,25.47,0.16,0.66,0.02,105.81,77.56,"None",38815,"Johnny Hekker",6,"P","home",73,2020122003,881,"right",62
"2020-12-20T21:39:05.200",48.25,24.61,0.1,0.74,0.01,326.69,273.38,"ball_snap",42567,"Bryce Hager",58,"ILB","away",11,2020122003,881,"right",0
"2020-12-20T21:39:05.300",48.23,24.62,0.28,1.45,0.02,329.27,284.21,"None",42567,"Bryce Hager",58,"ILB","away",12,2020122003,881,"right",1
"2020-12-20T21:39:05.400",48.17,24.64,0.76,2.87,0.06,330.06,289.26,"None",42567,"Bryce Hager",58,"ILB","away",13,2020122003,881,"right",2
"2020-12-20T21:39:05.500",48.08,24.67,1.22,4.56,0.09,330.8,287.73,"None",42567,"Bryce Hager",58,"ILB","away",14,2020122003,881,"right",3
"2020-12-20T21:39:05.600",47.95,24.71,1.78,5.46,0.13,328.99,286.2,"None",42567,"Bryce Hager",58,"ILB","away",15,2020122003,881,"right",4
"2020-12-20T21:39:05.700",47.75,24.77,2.44,5.35,0.21,329.99,284.73,"None",42567,"Bryce Hager",58,"ILB","away",16,2020122003,881,"right",5
"2020-12-20T21:39:05.800",47.49,24.84,3.02,4.89,0.27,326.21,281.76,"None",42567,"Bryce Hager",58,"ILB","away",17,2020122003,881,"right",6
"2020-12-20T21:39:05.900",47.18,24.9,3.41,3.94,0.32,326.21,280.48,"None",42567,"Bryce Hager",58,"ILB","away",18,2020122003,881,"right",7
"2020-12-20T21:39:06.000",46.82,24.96,3.69,2.91,0.36,323.26,278.59,"None",42567,"Bryce Hager",58,"ILB","away",19,2020122003,881,"right",8
"2020-12-20T21:39:06.100",46.45,25.01,3.93,2.11,0.38,321.92,277.47,"None",42567,"Bryce Hager",58,"ILB","away",20,2020122003,881,"right",9
"2020-12-20T21:39:06.200",46.05,25.05,4.13,1.83,0.4,316.57,274,"None",42567,"Bryce Hager",58,"ILB","away",21,2020122003,881,"right",10
"2020-12-20T21:39:06.300",45.63,25.06,4.26,1.64,0.42,311.15,271.31,"None",42567,"Bryce Hager",58,"ILB","away",22,2020122003,881,"right",11
"2020-12-20T21:39:06.400",45.2,25.07,4.27,1.38,0.42,306.99,269.25,"None",42567,"Bryce Hager",58,"ILB","away",23,2020122003,881,"right",12
"2020-12-20T21:39:06.500",44.78,25.05,4.26,1.44,0.43,299.8,266.96,"None",42567,"Bryce Hager",58,"ILB","away",24,2020122003,881,"right",13
"2020-12-20T21:39:06.600",44.35,25.02,4.25,1.5,0.43,289.78,264.77,"None",42567,"Bryce Hager",58,"ILB","away",25,2020122003,881,"right",14
"2020-12-20T21:39:06.700",43.92,24.98,4.35,1.33,0.43,276.35,262.96,"None",42567,"Bryce Hager",58,"ILB","away",26,2020122003,881,"right",15
"2020-12-20T21:39:06.800",43.49,24.92,4.45,1.03,0.44,270.2,261.92,"None",42567,"Bryce Hager",58,"ILB","away",27,2020122003,881,"right",16
"2020-12-20T21:39:06.900",43.04,24.86,4.53,0.68,0.45,265.26,261.42,"None",42567,"Bryce Hager",58,"ILB","away",28,2020122003,881,"right",17
"2020-12-20T21:39:07.000",42.59,24.8,4.6,0.14,0.46,258.39,262.99,"None",42567,"Bryce Hager",58,"ILB","away",29,2020122003,881,"right",18
"2020-12-20T21:39:07.100",42.13,24.75,4.61,0.56,0.46,253.27,264.39,"None",42567,"Bryce Hager",58,"ILB","away",30,2020122003,881,"right",19
"2020-12-20T21:39:07.200",41.67,24.71,4.65,1.01,0.46,249.95,266.44,"None",42567,"Bryce Hager",58,"ILB","away",31,2020122003,881,"right",20
"2020-12-20T21:39:07.300",41.2,24.69,4.65,1.23,0.47,248.1,268.36,"punt",42567,"Bryce Hager",58,"ILB","away",32,2020122003,881,"right",21
"2020-12-20T21:39:07.400",40.74,24.69,4.62,1.57,0.46,246.44,271.12,"punt_blocked",42567,"Bryce Hager",58,"ILB","away",33,2020122003,881,"right",22
"2020-12-20T21:39:07.500",40.27,24.72,4.62,1.62,0.47,247.59,273.37,"None",42567,"Bryce Hager",58,"ILB","away",34,2020122003,881,"right",23
"2020-12-20T21:39:07.600",39.81,24.76,4.56,1.81,0.46,244.42,276.22,"None",42567,"Bryce Hager",58,"ILB","away",35,2020122003,881,"right",24
"2020-12-20T21:39:07.700",39.37,24.82,4.47,1.91,0.45,240.5,279.01,"None",42567,"Bryce Hager",58,"ILB","away",36,2020122003,881,"right",25
"2020-12-20T21:39:07.800",38.93,24.91,4.35,2.07,0.44,240.5,282.22,"None",42567,"Bryce Hager",58,"ILB","away",37,2020122003,881,"right",26
"2020-12-20T21:39:07.900",38.53,25.02,4.1,2.58,0.42,234.39,285.92,"None",42567,"Bryce Hager",58,"ILB","away",38,2020122003,881,"right",27
"2020-12-20T21:39:08.000",38.16,25.14,3.75,3.22,0.39,233.67,289.7,"None",42567,"Bryce Hager",58,"ILB","away",39,2020122003,881,"right",28
"2020-12-20T21:39:08.100",37.83,25.27,3.4,3.66,0.36,229.33,293.81,"None",42567,"Bryce Hager",58,"ILB","away",40,2020122003,881,"right",29
"2020-12-20T21:39:08.200",37.54,25.41,3.06,3.63,0.32,229.33,297.64,"None",42567,"Bryce Hager",58,"ILB","away",41,2020122003,881,"right",30
"2020-12-20T21:39:08.300",37.3,25.55,2.6,4.1,0.28,205.01,304.74,"None",42567,"Bryce Hager",58,"ILB","away",42,2020122003,881,"right",31
"2020-12-20T21:39:08.400",37.13,25.7,2.12,4.45,0.23,189.65,313.21,"None",42567,"Bryce Hager",58,"ILB","away",43,2020122003,881,"right",32
"2020-12-20T21:39:08.500",37,25.82,1.63,4.31,0.18,178.42,317.87,"None",42567,"Bryce Hager",58,"ILB","away",44,2020122003,881,"right",33
"2020-12-20T21:39:08.600",36.91,25.92,1.13,4.15,0.13,169.4,323.63,"None",42567,"Bryce Hager",58,"ILB","away",45,2020122003,881,"right",34
"2020-12-20T21:39:08.700",36.86,25.98,0.68,3.93,0.08,170.83,332.7,"kick_recovered",42567,"Bryce Hager",58,"ILB","away",46,2020122003,881,"right",35
"2020-12-20T21:39:08.800",36.84,25.99,0.09,4.17,0.02,165.9,325.46,"None",42567,"Bryce Hager",58,"ILB","away",47,2020122003,881,"right",36
"2020-12-20T21:39:08.900",36.84,25.98,0.29,3.73,0.01,162.41,141.82,"None",42567,"Bryce Hager",58,"ILB","away",48,2020122003,881,"right",37
"2020-12-20T21:39:09.000",36.87,25.94,0.67,3.37,0.05,143.04,148.84,"None",42567,"Bryce Hager",58,"ILB","away",49,2020122003,881,"right",38
"2020-12-20T21:39:09.100",36.9,25.86,0.97,2.78,0.08,140.68,155.39,"None",42567,"Bryce Hager",58,"ILB","away",50,2020122003,881,"right",39
"2020-12-20T21:39:09.200",36.9,25.77,1.14,2.13,0.09,142.4,164.53,"None",42567,"Bryce Hager",58,"ILB","away",51,2020122003,881,"right",40
"2020-12-20T21:39:09.300",36.95,25.65,1.34,1.65,0.13,154.99,163.64,"None",42567,"Bryce Hager",58,"ILB","away",52,2020122003,881,"right",41
"2020-12-20T21:39:09.400",36.97,25.53,1.32,0.89,0.12,165.99,167.75,"None",42567,"Bryce Hager",58,"ILB","away",53,2020122003,881,"right",42
