"time","x","y","s","a","dis","o","dir","event","nflId","displayName","jerseyNumber","position","team","frameId","gameId","playId","playDirection","framesaftersnap"
"2020-11-08T23:21:38.400",61.96,26.91,3.29,1.59,0.34,295.45,88.57,"None",38643,"Kyle Wilber",58,"OLB","away",33,2020110808,2859,"left",22
"2020-11-08T23:21:38.500",61.64,26.9,3.15,1.59,0.32,294.43,87.83,"punt",38643,"Kyle Wilber",58,"OLB","away",34,2020110808,2859,"left",23
"2020-11-08T23:21:38.600",61.34,26.88,2.92,1.81,0.3,287.13,86.11,"None",38643,"Kyle Wilber",58,"OLB","away",35,2020110808,2859,"left",24
"2020-11-08T23:21:38.700",61.08,26.85,2.65,2.06,0.27,276.86,83.94,"None",38643,"Kyle Wilber",58,"OLB","away",36,2020110808,2859,"left",25
"2020-11-08T23:21:38.800",60.83,26.82,2.4,2.2,0.25,269.23,82.06,"None",38643,"Kyle Wilber",58,"OLB","away",37,2020110808,2859,"left",26
"2020-11-08T23:21:38.900",60.6,26.78,2.21,2.1,0.23,265.4,79.74,"None",38643,"Kyle Wilber",58,"OLB","away",38,2020110808,2859,"left",27
"2020-11-08T23:21:39.000",60.4,26.74,2.02,2,0.21,259.62,77.2,"None",38643,"Kyle Wilber",58,"OLB","away",39,2020110808,2859,"left",28
"2020-11-08T23:21:39.100",60.21,26.69,1.78,2.08,0.19,252.09,73.91,"None",38643,"Kyle Wilber",58,"OLB","away",40,2020110808,2859,"left",29
"2020-11-08T23:21:39.200",60.06,26.64,1.52,2.25,0.17,242.47,69.29,"None",38643,"Kyle Wilber",58,"OLB","away",41,2020110808,2859,"left",30
"2020-11-08T23:21:39.300",59.93,26.58,1.24,2.43,0.14,236.12,62.96,"None",38643,"Kyle Wilber",58,"OLB","away",42,2020110808,2859,"left",31
"2020-11-08T23:21:39.400",59.83,26.52,1.02,2.38,0.11,230.06,54.35,"None",38643,"Kyle Wilber",58,"OLB","away",43,2020110808,2859,"left",32
"2020-11-08T23:21:39.500",59.77,26.46,0.79,2.53,0.09,222.18,37.47,"None",38643,"Kyle Wilber",58,"OLB","away",44,2020110808,2859,"left",33
"2020-11-08T23:21:39.600",59.73,26.4,0.71,2.33,0.08,216.9,20.57,"None",38643,"Kyle Wilber",58,"OLB","away",45,2020110808,2859,"left",34
"2020-11-08T23:21:39.700",59.72,26.33,0.72,2.08,0.07,209.9,2.54,"None",38643,"Kyle Wilber",58,"OLB","away",46,2020110808,2859,"left",35
"2020-11-08T23:21:39.800",59.74,26.24,0.9,2.37,0.09,202.49,337.71,"None",38643,"Kyle Wilber",58,"OLB","away",47,2020110808,2859,"left",36
"2020-11-08T23:21:39.900",59.81,26.15,1.18,2.78,0.11,195.38,319.87,"None",38643,"Kyle Wilber",58,"OLB","away",48,2020110808,2859,"left",37
"2020-11-08T23:21:40.000",59.9,26.07,1.42,2.78,0.13,186.36,309.37,"None",38643,"Kyle Wilber",58,"OLB","away",49,2020110808,2859,"left",38
"2020-11-08T23:21:40.100",60.03,25.97,1.69,2.69,0.16,181.17,303.87,"None",38643,"Kyle Wilber",58,"OLB","away",50,2020110808,2859,"left",39
"2020-11-08T23:21:40.200",60.2,25.87,2.15,3.08,0.2,179.94,298.25,"None",38643,"Kyle Wilber",58,"OLB","away",51,2020110808,2859,"left",40
"2020-11-08T23:21:40.300",60.42,25.78,2.49,3.16,0.23,192.89,292.08,"None",38643,"Kyle Wilber",58,"OLB","away",52,2020110808,2859,"left",41
"2020-11-08T23:21:40.400",60.67,25.69,2.82,3.09,0.27,199.68,288.03,"None",38643,"Kyle Wilber",58,"OLB","away",53,2020110808,2859,"left",42
"2020-11-08T23:21:40.500",60.95,25.61,3.11,2.7,0.3,207.42,284.7,"None",38643,"Kyle Wilber",58,"OLB","away",54,2020110808,2859,"left",43
"2020-11-08T23:21:40.600",61.27,25.54,3.41,2.55,0.33,215.63,280.64,"None",38643,"Kyle Wilber",58,"OLB","away",55,2020110808,2859,"left",44
"2020-11-08T23:21:40.700",61.62,25.49,3.57,2.39,0.35,237.72,275.8,"None",38643,"Kyle Wilber",58,"OLB","away",56,2020110808,2859,"left",45
"2020-11-08T23:21:40.800",61.98,25.47,3.69,2.54,0.36,252.8,270.7,"None",38643,"Kyle Wilber",58,"OLB","away",57,2020110808,2859,"left",46
"2020-11-08T23:21:40.900",62.35,25.49,3.74,2.78,0.37,270.68,264.22,"None",38643,"Kyle Wilber",58,"OLB","away",58,2020110808,2859,"left",47
"2020-11-08T23:21:41.000",62.72,25.54,3.78,2.79,0.38,280.6,259.11,"None",38643,"Kyle Wilber",58,"OLB","away",59,2020110808,2859,"left",48
"2020-11-08T23:21:41.100",63.09,25.65,3.86,3.15,0.38,296.97,252.35,"None",38643,"Kyle Wilber",58,"OLB","away",60,2020110808,2859,"left",49
"2020-11-08T23:21:41.200",63.46,25.79,3.92,3.11,0.39,309.73,246.46,"None",38643,"Kyle Wilber",58,"OLB","away",61,2020110808,2859,"left",50
"2020-11-08T23:21:41.300",63.82,25.97,4.03,2.92,0.4,321.52,241.33,"None",38643,"Kyle Wilber",58,"OLB","away",62,2020110808,2859,"left",51
"2020-11-08T23:21:41.400",64.17,26.18,4.15,2.53,0.41,325.65,237.59,"None",38643,"Kyle Wilber",58,"OLB","away",63,2020110808,2859,"left",52
"2020-11-08T23:21:41.500",64.52,26.41,4.21,1.97,0.42,330.48,235.27,"None",38643,"Kyle Wilber",58,"OLB","away",64,2020110808,2859,"left",53
"2020-11-08T23:21:41.600",64.88,26.65,4.32,1.31,0.43,326.27,234.27,"None",38643,"Kyle Wilber",58,"OLB","away",65,2020110808,2859,"left",54
"2020-11-08T23:21:41.700",65.24,26.91,4.42,0.79,0.44,326.27,233.69,"None",38643,"Kyle Wilber",58,"OLB","away",66,2020110808,2859,"left",55
"2020-11-08T23:21:41.800",65.61,27.17,4.51,0.32,0.45,326.27,233.92,"None",38643,"Kyle Wilber",58,"OLB","away",67,2020110808,2859,"left",56
"2020-11-08T23:21:41.900",65.98,27.43,4.59,0.27,0.46,327.04,235.19,"None",38643,"Kyle Wilber",58,"OLB","away",68,2020110808,2859,"left",57
"2020-11-08T23:21:42.000",66.37,27.69,4.66,0.85,0.47,325.47,236.92,"None",38643,"Kyle Wilber",58,"OLB","away",69,2020110808,2859,"left",58
"2020-11-08T23:21:42.100",66.78,27.94,4.8,1.18,0.48,319.9,239.19,"None",38643,"Kyle Wilber",58,"OLB","away",70,2020110808,2859,"left",59
"2020-11-08T23:21:42.200",67.22,28.17,4.97,1.58,0.5,313.02,242.28,"None",38643,"Kyle Wilber",58,"OLB","away",71,2020110808,2859,"left",60
"2020-11-08T23:21:42.300",67.68,28.4,5.1,1.67,0.51,306.48,244.87,"None",38643,"Kyle Wilber",58,"OLB","away",72,2020110808,2859,"left",61
"2020-11-08T23:21:42.400",68.16,28.61,5.25,1.65,0.52,300.33,246.96,"None",38643,"Kyle Wilber",58,"OLB","away",73,2020110808,2859,"left",62
"2020-11-08T23:21:42.500",68.66,28.81,5.38,1.6,0.54,295.53,249.18,"None",38643,"Kyle Wilber",58,"OLB","away",74,2020110808,2859,"left",63
"2020-11-08T23:21:42.600",69.18,28.99,5.54,1.56,0.55,290.67,251.18,"None",38643,"Kyle Wilber",58,"OLB","away",75,2020110808,2859,"left",64
"2020-11-08T23:21:42.700",69.72,29.16,5.73,1.61,0.57,277.66,253.01,"None",38643,"Kyle Wilber",58,"OLB","away",76,2020110808,2859,"left",65
"2020-11-08T23:21:42.800",70.28,29.32,5.84,1.31,0.58,273.46,254.23,"None",38643,"Kyle Wilber",58,"OLB","away",77,2020110808,2859,"left",66
"2020-11-08T23:21:42.900",70.85,29.48,5.94,1,0.59,268.22,255.15,"None",38643,"Kyle Wilber",58,"OLB","away",78,2020110808,2859,"left",67
"2020-11-08T23:21:43.000",71.43,29.63,6.01,0.59,0.6,265.1,255.43,"None",38643,"Kyle Wilber",58,"OLB","away",79,2020110808,2859,"left",68
"2020-11-08T23:21:43.100",72.01,29.79,6.05,0.08,0.6,263.39,254.95,"None",38643,"Kyle Wilber",58,"OLB","away",80,2020110808,2859,"left",69
"2020-11-08T23:21:43.200",72.6,29.95,6.06,0.38,0.61,260.66,254.76,"None",38643,"Kyle Wilber",58,"OLB","away",81,2020110808,2859,"left",70
"2020-11-08T23:21:43.300",73.18,30.11,6.05,0.72,0.61,258.35,254.19,"None",38643,"Kyle Wilber",58,"OLB","away",82,2020110808,2859,"left",71
"2020-11-08T23:21:43.400",73.76,30.29,6.02,1.1,0.61,256.69,252.71,"fair_catch",38643,"Kyle Wilber",58,"OLB","away",83,2020110808,2859,"left",72
"2020-11-08T23:21:43.500",74.34,30.46,5.97,1.16,0.6,254.38,252.41,"None",38643,"Kyle Wilber",58,"OLB","away",84,2020110808,2859,"left",73
"2020-11-08T23:21:43.600",74.91,30.65,5.92,1.19,0.6,252.49,251.79,"None",38643,"Kyle Wilber",58,"OLB","away",85,2020110808,2859,"left",74
"2020-11-08T23:21:43.700",75.47,30.84,5.89,1.17,0.59,250.53,250.86,"None",38643,"Kyle Wilber",58,"OLB","away",86,2020110808,2859,"left",75
"2020-11-08T23:21:43.800",76.03,31.04,5.89,0.97,0.59,250.53,250.32,"None",38643,"Kyle Wilber",58,"OLB","away",87,2020110808,2859,"left",76
"2020-11-08T23:21:43.900",76.58,31.24,5.84,0.88,0.59,246.89,250.03,"None",38643,"Kyle Wilber",58,"OLB","away",88,2020110808,2859,"left",77
"2020-11-08T23:21:44.000",77.14,31.44,5.83,0.73,0.59,244.92,250.67,"None",38643,"Kyle Wilber",58,"OLB","away",89,2020110808,2859,"left",78
"2020-11-08T23:21:44.100",77.69,31.63,5.82,0.69,0.59,248.07,250.41,"None",38643,"Kyle Wilber",58,"OLB","away",90,2020110808,2859,"left",79
"2020-11-08T23:21:44.200",78.23,31.83,5.76,0.84,0.58,250.71,250.71,"None",38643,"Kyle Wilber",58,"OLB","away",91,2020110808,2859,"left",80
"2020-11-08T23:21:44.300",78.77,32.02,5.67,1.05,0.57,254,251.13,"None",38643,"Kyle Wilber",58,"OLB","away",92,2020110808,2859,"left",81
"2020-11-08T23:21:36.200",65.07,25.62,0,0,0,281.13,122.32,"ball_snap",39109,"Derek Carrier",85,"TE","away",11,2020110808,2859,"left",0
"2020-11-08T23:21:36.300",65.07,25.62,0,0,0,281.13,68.53,"None",39109,"Derek Carrier",85,"TE","away",12,2020110808,2859,"left",1
"2020-11-08T23:21:36.400",65.07,25.62,0,0,0,281.13,61.75,"None",39109,"Derek Carrier",85,"TE","away",13,2020110808,2859,"left",2
